Y,X,Name
-17.6797801299634,117.517465118646,50KNF
-20.264336440189,118.481308610968,50KPC
-19.4823983289941,118.475883604445,50KPD
-18.5787650752467,118.467921849127,50KPE
-17.675042093561,118.460404788544,50KPF
-16.7717754180299,118.453326101997,50KPG
-19.9749000943651,119.440066506509,50KQC
-19.4721395753863,119.427788496625,50KQD
-18.5690168008688,119.414701428666,50KQE
-17.6657991352343,119.402345177849,50KQF
-16.763032632631,119.390709380927,50KQG
-19.8934961221022,120.055118741385,50KRC
-19.45688207875,120.379516047786,50KRD
-18.5545184162931,120.361318951034,50KRE
-17.6520521987517,120.34413772762,50KRF
-16.750029512019,120.32795802085,50KRG
-15.8473721695068,120.31273827427,50LRH
-17.666897626212,120.689409677079,51KTA
-16.7640716822156,120.700602033877,51KTB
-19.4733587832736,120.664935952513,51KTU
-18.5701753441282,120.677524306835,51KTV
-17.6757058514987,121.631970166945,51KUA
-16.7724032560463,121.638601454786,51KUB
-19.2603541156125,121.327432678236,51KUU
-18.5794651225105,121.624928206144,51KUV
-17.7227235284233,122.150517286672,51KVA
-16.7764651722077,122.576435434038,51KVB
-18.202102476194,122.165592096351,51KVV
-17.2463595425882,123.504235195786,51KWA
-16.7762570430933,123.514955984759,51KWB
-16.3056914186606,124.29415522293,51KXB
-15.8606178662624,120.711130160453,51LTC
-14.9570823096573,120.72100140747,51LTD
-14.0540114019394,120.730223673295,51LTE
-15.8684768224959,121.644839134804,51LUC
-14.964472686443,121.650687574953,51LUD
-14.0609372399025,121.656151464605,51LUE
-13.1567899044559,121.6612446322,51LUF
-12.2525771617195,121.665970397141,51LUG
-15.8723083096653,122.578376785061,51LVC
-14.9680757149788,122.580196984318,51LVD
-14.0643137816375,122.581897494419,51LVE
-13.1599415290782,122.583482619278,51LVF
-12.255505449304,122.584953393501,51LVG
-11.3515522512318,122.586310958351,51LVH
-15.8721119878603,123.512595794434,51LWC
-14.9678910989371,123.51038289267,51LWD
-14.0641407705771,123.508315503327,51LWE
-13.1597800427822,123.50638839212,51LWF
-12.2553554067246,123.504600302016,51LWG
-11.3514135711497,123.502949846182,51LWH
-15.897164076378,124.422291105196,51LXC
-14.9639157765974,124.44042454368,51LXD
-14.0604153368917,124.434592004456,51LXE
-13.1563027655544,124.429155197598,51LXF
-12.2521245428636,124.424110579284,51LXG
-11.3484273670057,124.419454240922,51LXH
-10.4441306659896,124.415174558231,51LXJ
-15.4042177998967,125.023776011361,51LYC
-14.9007191566407,125.065985478461,51LYD
-14.0531476579563,125.359914064364,51LYE
-13.1495191773348,125.35097681861,51LYF
-12.2458216493874,125.342684205099,51LYG
-11.342601750273,125.335029811241,51LYH
-10.4387797386421,125.327994542503,51LYJ
-14.4846544095189,125.907159858511,51LZD
-14.0423382761155,126.285135547452,51LZE
-13.1394297440372,126.272707513035,51LZF
-12.2364471244411,126.261175763086,51LZG
-11.33393706065,126.250531412288,51LZH
-10.4308210452796,126.240747932127,51LZJ
-14.0203502714264,126.6247207992,52LBK
-13.1503253896358,126.738820282968,52LBL
-12.2465707337496,126.746796822505,52LBM
-11.343294112123,126.75415946143,52LBN
-10.4394156856754,126.760926568917,52LBP
-9.53548219306437,126.767102236725,52LBQ
-14.9971979385819,128.180441158003,52LCH
-14.9730782430966,128.14727657671,52LCJ
-14.0609372399025,127.656151464605,52LCK
-13.1567899044559,127.6612446322,52LCL
-12.2525771617195,127.665970397141,52LCM
-11.348845711217,127.670332421114,52LCN
-10.4445149211437,127.674341595965,52LCP
-9.54013156523971,127.67800035054,52LCQ
-14.9549884714826,128.210590777359,52LDH
-14.7168064785651,128.581431095446,52LDJ
-14.0643137816375,128.581897494419,52LDK
-13.1599415290782,128.583482619278,52LDL
-12.255505449304,128.584953393501,52LDM
-11.3515522512318,128.586310958351,52LDN
-10.4470009178886,128.587558704157,52LDP
-9.5423982389747,128.588697388267,52LDQ
-14.8735844992197,129.473859828403,52LEJ
-13.9962305759411,129.500994485824,52LEK
-13.1597800427822,129.50638839212,52LEL
-12.2553554067246,129.504600302016,52LEM
-11.3514135711497,129.502949846182,52LEN
-10.446873538248,129.501432902016,52LEP
-9.5422820969675,129.500048549198,52LEQ
-13.0676222997563,130.064792367793,52LFL
-12.2521245427815,130.424110579533,52LFM
-11.2616601002928,130.309004284582,52LFN
-10.4441306659896,130.415174558231,52LFP
-9.53978121038539,130.411268936805,52LFQ
-12.1842384526064,131.412480353036,52LGM
-11.1983458996439,131.38836065755,52LGN
-10.4387797386421,131.327994542503,52LGP
-9.53490234922429,131.321574145821,52LGQ
-12.1299691377644,132.250639771151,52LHM
-11.1380466609306,132.09084678856,52LHN
-10.4308210452796,132.240747932127,52LHP
-9.52764575750992,132.231819434059,52LHQ
-16.6825616606187,138.346892805066,53KRB
-12.0395202796944,132.561180850524,53LKG
-11.343294112123,132.75415946143,53LKH
-10.4394156856754,132.760926568917,53LKJ
-9.53548219306436,132.767102236725,53LKK
-11.8405327919405,133.939018455123,53LLG
-11.348845711217,133.670332421114,53LLH
-10.4445149211437,133.674341595965,53LLJ
-9.54013156523971,133.67800035054,53LLK
-8.63624259336398,133.681311475066,53LLL
-11.9852509648525,134.587235271291,53LMG
-11.3515522512318,134.586310958351,53LMH
-10.4470009178886,134.587558704157,53LMJ
-9.5423982389747,134.588697388267,53LMK
-8.63829118014074,134.589727879768,53LML
-14.9549884714826,135.53393331909,53LND
-14.2977267695076,135.844474398464,53LNE
-13.4625823133284,136.016327228796,53LNF
-12.0093706603378,135.479664004248,53LNG
-11.3514135711497,135.502949846182,53LNH
-10.446873538248,135.501432902016,53LNJ
-9.5422820969675,135.500048549198,53LNK
-15.6363698689429,136.637409387543,53LPC
-14.9639157765974,136.44042454368,53LPD
-14.0625597385257,136.372092737205,53LPE
-13.2304302442822,136.559020377216,53LPF
-11.9490714216245,136.12486585848,53LPG
-11.3484273670057,136.419454240922,53LPH
-10.4441306659896,136.415174558231,53LPJ
-9.53978121038539,136.411268936805,53LPK
-15.8596377552358,137.379764118249,53LQC
-14.9561606339186,137.369501749302,53LQD
-14.0531476579563,137.359914064364,53LQE
-13.1495191773348,137.35097681861,53LQF
-12.2458216493874,137.342684205099,53LQG
-11.342601750273,137.335029811241,53LQH
-10.4387797386421,137.327994542503,53LQJ
-9.53490234922429,137.321574145821,53LQK
-15.8473721695068,138.31273827427,53LRC
-14.9446262962664,138.298467908284,53LRD
-14.0423382761155,138.285135547452,53LRE
-13.1394297440372,138.272707513035,53LRF
-12.2364471244411,138.261175763086,53LRG
-11.33393706065,138.250531412288,53LRH
-10.4308210452796,138.240747932127,53LRJ
-9.52764575750992,138.231819434059,53LRK
-16.7640716822156,138.700602033877,54KTG
-17.4875564974413,139.670461094823,54KUF
-16.7724032560463,139.638601454786,54KUG
-17.5689604697043,140.505605551002,54KVF
-16.7764651722077,140.576435434038,54KVG
-16.5830679167418,141.193016872334,54KWG
-15.8606178662624,138.711130160453,54LTH
-14.9570823096573,138.72100140747,54LTJ
-14.0540114019394,138.730223673295,54LTK
-13.1503253896358,138.738820282968,54LTL
-12.2465707337496,138.746796822505,54LTM
-11.343294112123,138.75415946143,54LTN
-10.4394156856754,138.760926568917,54LTP
-15.8684768224959,139.644839134804,54LUH
-14.964472686443,139.650687574953,54LUJ
-14.0609372399025,139.656151464605,54LUK
-13.1567899044559,139.6612446322,54LUL
-12.2525771617195,139.665970397141,54LUM
-11.348845711217,139.670332421114,54LUN
-10.4445149211437,139.674341595965,54LUP
-15.8723083096653,140.578376785061,54LVH
-14.9680757149788,140.580196984318,54LVJ
-14.0643137816375,140.581897494419,54LVK
-13.1599415290782,140.583482619278,54LVL
-12.255505449304,140.584953393501,54LVM
-11.3515522512318,140.586310958351,54LVN
-10.4470009178886,140.587558704157,54LVP
-15.8564620902465,141.358839778795,54LWH
-14.9678910989371,141.51038289267,54LWJ
-14.0641407705771,141.508315503327,54LWK
-13.1597800427822,141.50638839212,54LWL
-12.2553554067246,141.504600302016,54LWM
-11.3514135711497,141.502949846182,54LWN
-10.446873538248,141.501432902016,54LWP
-12.0123856222735,141.943742394314,54LXM
-11.3490939964271,142.049266062062,54LXN
-10.4441306659896,142.415174558231,54LXP
-32.1289424653371,158.521438416281,57HVE
-32.1285100487834,159.581818163884,57HWE
-31.2265819838587,158.526045107742,57JVF
-30.3246353069717,158.530446554266,57JVG
-29.4220218332365,158.534655758826,57JVH
-28.5192851996094,158.538677246465,57JVJ
-31.2261644633061,159.576217634727,57JWF
-30.3242323996387,159.570866626561,57JWG
-29.4216332879534,159.565749331454,57JWH
-28.5189107705569,159.560860247821,57JWJ
-29.3969474885289,167.626219301246,58JGN
-28.495121624405,167.603553996912,58JGP
-29.3988869160548,168.474064525175,59JKH
-28.496990621114,168.495866600259,59JKJ
